PC_ConceptID,Estado,PC_Término_Preferido,Sensibilidad,Creación_Nombre,Revisado,Consultar,Sabor,id_Laboratorio Comercial,Laboratorio_Comercial,id_ISP,reg_ISP,glosa_ISP,id_Bioequivalente,reg_ISP_Bioequivalente,glosa_ISP_Bioequivalente,ConceptID_Fármacos _Medicamento_Clínico,Preferido_Fármacos _Medicamento_Clínico,Estado,ConceptID_Fármacos_Familia_de_Productos,Preferido_Fármacos_Familia_de_Productos,Estado,Comercializado,id_FFE,glosa_FFE,ConceptID_SNM,Preferido_SNM,Grupo
827461000000000,Vigente,"salvara HCT 320 / 12,5 comprimido recubierto (Merck)",Sensible,Manual,No,No,,9646,Merck S.A.,,,,,,,6.88251E+14,"hidroclorotiazida 12,5 mg + valsartán 320 mg comprimido",Vigente ,793781000000000,salvara HCT,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
827471000000000,Vigente,merpal micronizer 100 mg cápsula con gránulos recubiertos de liberación retardada (Prater),Sensible,Manual,No,No,,9593,Laboratorio Prater S.A.,21818,F-4599/15,MERPAL MICRONIZER CÁPSULAS CON GRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 100 mg,,,,6.98171E+14,diclofenaco sódico 100 mg cápsula,Vigente ,769191000000000,merpal micronizer,Vigente ,Si,9864,cápsula con gránulos recubiertos de liberación retardada,373873005,producto biológico/farmacéutico ,0
827481000000000,Vigente,gelicart polvo para solución oral (Sanofi Aventis),Sensible,Manual,No,No,,9595,Laboratorio Sanofi Aventis de Chile S.A.,,,,,,,6.79261E+14,colágeno hidrolizado 10 g polvo para preparado oral,Vigente ,793541000000000,gelicart,Vigente ,Si,9824,polvo para solución oral,373873005,producto biológico/farmacéutico ,0
827491000000000,Vigente,timoglobulina polvo liofilizado para solución inyectable (Genzyme),Sensible,Manual,No,No,,9541,Genzyme Chile Ltda.,23418,B-2454/15,TIMOGLOBULINA POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE 25 mg,,,,6.87011E+14,inmunoglobulina lagomorfa anti timocitos humanos 25 mg inyectable,Vigente ,793761000000000,timoglobulina,Vigente ,Si,10010,polvo liofilizado para solución inyectable,373873005,producto biológico/farmacéutico ,0
827501000000000,Vigente,pro merpal cápsula de liberación prolongada (Prater),Sensible,Manual,No,No,,9593,Laboratorio Prater S.A.,22677,F-18716/16,PRO MERPAL CÁPSULAS DE LIBERACIÓN PROLONGADA 140 mg,,,,6.79801E+14,diclofenaco colestiramina 140 mg cápsula liberación modificada,Vigente ,793621000000000,pro merpal,Vigente ,Si,9947,cápsula de liberación prolongada,373873005,producto biológico/farmacéutico ,0
827511000000000,Vigente,talflex 100 mg comprimido con recubrimiento entérico (Bagó),Sensible,Manual,No,No,,9605,Laboratorios Bagó S.A.,,,,,,,6.79931E+14,ketoprofeno 100 mg comprimido,Vigente ,792621000000000,talflex,Vigente ,Si,9942,comprimido con recubrimiento entérico,373873005,producto biológico/farmacéutico ,0
827521000000000,Vigente,glucovance 1000 / 5 comprimido recubierto (Merck),Sensible,Manual,No,No,,9646,Merck S.A.,20962,F-17838/14,GLUCOVANCE 1000/5 COMPRIMIDOS RECUBIERTOS,,,,6.99371E+14,glibenclamida 5 mg + metformina 1000 mg comprimido,Vigente ,800601000000000,glucovance,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
827531000000000,Vigente,coliper comprimido (Mintlab),Sensible,Manual,No,No,,9647,Mintlab Co. S.A.,19708,F-843/13,COLIPER COMPRIMIDOS 2 mg,,,,6.97721E+14,loperamida 2 mg comprimido,Vigente ,793551000000000,coliper,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
827541000000000,Vigente,altruline 50 mg comprimido recubierto (Roerig),Sensible,Manual,No,No,,9678,Roerig S.A.,,,,23087,F-20977/14,SERTAC COMPRIMIDOS RECUBIERTOS 50 mg,6.78991E+14,sertralina 50 mg comprimido,Vigente ,775831000000000,altruline,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
827551000000000,Vigente,norah comprimido recubierto (Lab Chile),Sensible,Manual,No,No,,9578,Laboratorio Chile S.A.,22217,F-20978/14,NORAH COMPRIMIDOS RECUBIERTOS,,,,6.83851E+14,dienogest 2 mg + etinilestradiol 30 mcg comprimido,Vigente ,793531000000000,norah,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
827561000000000,Vigente,talflex 50 mg comprimido con recubrimiento entérico (Bagó),Sensible,Manual,No,No,,9605,Laboratorios Bagó S.A.,,,,,,,6.78921E+14,ketoprofeno 50 mg comprimido,Vigente ,792621000000000,talflex,Vigente ,Si,9942,comprimido con recubrimiento entérico,373873005,producto biológico/farmacéutico ,0
827571000000000,Vigente,genicol polvo para solución oral (Pasteur),Sensible,Manual,No,No,,9618,Laboratorios Pasteur Ltda.,,,,,,,6.79261E+14,colágeno hidrolizado 10 g polvo para preparado oral,Vigente ,793671000000000,genicol,Vigente ,Si,9824,polvo para solución oral,373873005,producto biológico/farmacéutico ,0
827581000000000,Vigente,meropenem 500 mg polvo para solución inyectable (Biosano),Sensible,Manual,No,No,,9609,Laboratorios Biosano S.A.,21810,F-17903/15,MEROPENEM POLVO PARA SOLUCIÓN INYECTABLE 500 mg,,,,6.91411E+14,meropenem 500 mg inyectable,Vigente ,790111000000000,meropenem,Vigente ,Si,10007,polvo para solución inyectable,373873005,producto biológico/farmacéutico ,0
827591000000000,Vigente,"salvara HCT 160 / 12,5 comprimido recubierto (Merck)",Sensible,Manual,No,No,,9646,Merck S.A.,23006,F-22509/16,"SALVARA HCT 160/12,5 COMPRIMIDOS RECUBIERTOS",,,,6.89041E+14,"hidroclorotiazida 12,5 mg + valsartán 160 mg comprimido",Vigente ,793781000000000,salvara HCT,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
827601000000000,Vigente,"vecuronio bromuro 10 mg/2,5 mL polvo liofilizado para solución inyectable (Labvitalis)",Sensible,Manual,No,No,,9632,Labvitalis S. A.,23688,F-16444/12,"VECURONIO BROMURO LIOFILIZADO PARA SOLUCIÓN INYECTABLE 10 mg/ 2,5 mL",,,,6.76631E+14,bromuro de vecuronio 10 mg inyectable,Vigente ,793891000000000,vecuronio bromuro,Vigente ,Si,10010,polvo liofilizado para solución inyectable,373873005,producto biológico/farmacéutico ,0
827611000000000,Vigente,"salvara HCT 80 / 12,5 comprimido recubierto (Merck)",Sensible,Manual,No,No,,9646,Merck S.A.,23009,F-22508/16,"SALVARA HCT 80/12,5 COMPRIMIDOS RECUBIERTOS",,,,6.94341E+14,"hidroclorotiazida 12,5 mg + valsartán 80 mg comprimido",Vigente ,793781000000000,salvara HCT,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
827621000000000,Vigente,colnatur polvo para solución oral (Bagó),Sensible,Manual,No,No,,9605,Laboratorios Bagó S.A.,,,,,,,6.79261E+14,colágeno hidrolizado 10 g polvo para preparado oral,Vigente ,793871000000000,colnatur,Vigente ,Si,9824,polvo para solución oral,373873005,producto biológico/farmacéutico ,0
827631000000000,Vigente,florell comprimido recubierto (Andrómaco),Sensible,Manual,No,No,,9604,Laboratorios Andrómaco S.A.,20696,F-20102/13,FLORELL COMPRIMIDOS RECUBIERTOS,,,,6.83851E+14,dienogest 2 mg + etinilestradiol 30 mcg comprimido,Vigente ,792991000000000,florell,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
827641000000000,Vigente,enalten 10 mg comprimido (Saval),Sensible,Manual,No,No,,9596,Laboratorio Saval S.A.,20363,F-5452/15,ENALTEN COMPRIMIDOS 10 mg,,,,6.79831E+14,enalapril 10 mg comprimido,Vigente ,797171000000000,enalten,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
827651000000000,Vigente,berodual HFA aerosol para inhalación (Boehringer I.),Sensible,Manual,No,No,,9481,Boehringer Ingelheim,19126,F-15122/15,BERODUAL HFA SOLUCIÓN EN AEROSOL PARA INHALACIÓN 20 mcg/50 mcg/dosis,,,,6.79071E+14,bromuro de ipratropio 20 mcg/dosis + fenoterol 50 mcg/dosis aerosol para inhalación,Vigente ,800591000000000,berodual HFA,Vigente ,Si,9846,aerosol para inhalación,373873005,producto biológico/farmacéutico ,0
827661000000000,Vigente,amparax 1 mg comprimido sublingual (Wyeth),Sensible,Manual,No,No,,9631,Laboratorios Wyeth Inc.,,,,,,,6.79091E+14,lorazepam 1 mg comprimido sublingual,Vigente ,776121000000000,amparax,Vigente ,Si,10025,comprimido sublingual,373873005,producto biológico/farmacéutico ,0
827671000000000,Vigente,congestex solución oral para gotas (Neumobiotics),Sensible,Manual,No,No,,9652,Neumobiotics División (Recalcine),,,,,,,6.79231E+14,"ácido ascórbico 25 mg/mL + noscapina 1,1 mg/mL + paracetamol 100 mg/mL + pseudoefedrina clorhidrato 15 mg/mL gotas orales",Vigente ,778331000000000,congestex,Vigente ,Si,9843,solución oral para gotas,373873005,producto biológico/farmacéutico ,0
827681000000000,Vigente,adroxef 1 g comprimido recubierto (Lab Chile),Sensible,Manual,No,No,,9578,Laboratorio Chile S.A.,18625,F-8309/11,ADROXEF COMPRIMIDOS RECUBIERTOS 1 g,,,,6.81741E+14,cefadroxilo 1000 mg comprimido,Vigente ,773471000000000,adroxef,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
827691000000000,Vigente,salvara HCT 160 / 25 comprimido recubierto (Merck),Sensible,Manual,No,No,,9646,Merck S.A.,23007,F-22510/16,SALVARA HCT 160/25 COMPRIMIDOS RECUBIERTOS,,,,6.96681E+14,hidroclorotiazida 25 mg + valsartán 160 mg comprimido,Vigente ,793781000000000,salvara HCT,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
827701000000000,Vigente,norvasc 10 mg comprimido (Pfizer),Sensible,Manual,No,No,,9591,Laboratorio Pfizer de Chile S.A.,,,,18829,F-20379/13,AMPINO COMPRIMIDOS 10 mg,6.79111E+14,amlodipino 10 mg comprimido,Vigente ,776711000000000,norvasc,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
827711000000000,Vigente,hidroclorotiazida 50 mg comprimido (Lab Chile),Sensible,Manual,No,No,,9578,Laboratorio Chile S.A.,21055,F-1379/13,HIDROCLOROTIAZIDA COMPRIMIDOS 50 mg,,,,6.79141E+14,hidroclorotiazida 50 mg comprimido,Vigente ,783021000000000,hidroclorotiazida,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
827721000000000,Vigente,cartilar polvo para solución oral (Lab Chile),Sensible,Manual,No,No,,9578,Laboratorio Chile S.A.,,,,,,,6.79261E+14,colágeno hidrolizado 10 g polvo para preparado oral,Vigente ,794091000000000,cartilar,Vigente ,Si,9824,polvo para solución oral,373873005,producto biológico/farmacéutico ,0
827731000000000,Vigente,lopinavir 200 mg + ritonavir 50 mg comprimido recubierto (Seven Pharma),Sensible,Manual,No,No,,9686,Seven Pharma Chile S.p.A.,21620,F-22199/15,LOPINAVIR / RITONAVIR 200/50 COMPRIMIDOS RECUBIERTOS,,,,6.77631E+14,lopinavir 200 mg + ritonavir 50 mg comprimido,Vigente ,792861000000000,lopinavir + ritonavir,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
827741000000000,Vigente,sinus solución nasal (Pasteur),Sensible,Manual,No,No,,9618,Laboratorios Pasteur Ltda.,23140,F-14126/14,SINUS SOLUCIÓN NASAL 3%,,,,6.79291E+14,cloruro de sodio 3% (30 mg/mL) solución nasal,Vigente ,806841000000000,sinus,Vigente ,Si,9969,solución nasal,373873005,producto biológico/farmacéutico ,0
827751000000000,Vigente,"ravotril 0,5 mg comprimido birranurado (Roche)",Sensible,Manual,No,No,,9670,Productos Roche Ltda.,22817,F-7824/11,"RAVOTRIL COMPRIMIDOS 0,5 mg",19597,F-13556/14,"CLONAZEPAM COMPRIMIDOS 0,5 mg",6.78601E+14,"clonazepam 0,5 mg comprimido",Vigente ,801361000000000,ravotril,Vigente ,Si,9940,comprimido birranurado,373873005,producto biológico/farmacéutico ,0
827761000000000,Vigente,ácido valproico 375 mg/mL solución oral para gotas (Andrómaco),Sensible,Manual,No,No,,9604,Laboratorios Andrómaco S.A.,18560,F-11377/16,ÁCIDO VALPROICO SOLUCIÓN PARA GOTAS ORALES 375 mg/mL,,,,6.97821E+14,ácido valproico 375 mg/mL gotas orales,Vigente ,800961000000000,ácido valproico,Vigente ,Si,9843,solución oral para gotas,373873005,producto biológico/farmacéutico ,0
827771000000000,Vigente,tol 12 plus solución inyectable (Saval),Sensible,Manual,No,No,,9596,Laboratorio Saval S.A.,23446,F-13889/14,TOL 12 PLUS SOLUCIÓN INYECTABLE,,,,6.78371E+14,cianocobalamina 10 mg/mL + lidocaína 30 mg/mL + piridoxina 100 mg/mL + tiamina 100 mg/mL inyectable,Vigente ,792871000000000,tol 12 plus,Vigente ,Si,9971,solución inyectable,373873005,producto biológico/farmacéutico ,0
827781000000000,Vigente,"concor 2,5 mg comprimido recubierto (Merck)",Sensible,Manual,No,No,,9646,Merck S.A.,19727,F-4290/15,"CONCOR COMPRIMIDOS RECUBIERTOS 2,5 mg",,,,6.79281E+14,"bisoprolol 2,5 mg comprimido",Vigente ,794071000000000,concor,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
827791000000000,Vigente,zival forte jarabe (Saval),Sensible,Manual,No,No,,9596,Laboratorio Saval S.A.,23922,F-20595/13,ZIVAL FORTE SOLUCIÓN ORAL 5 mg/5 mL,,,,6.99481E+14,levocetirizina 5 mg/5 mL solución oral,Vigente ,792911000000000,zival forte,Vigente ,Si,9845,jarabe,373873005,producto biológico/farmacéutico ,0
827801000000000,Vigente,nebulex suspensión para nebulización nasal (Lab Chile),Sensible,Manual,No,No,,9578,Laboratorio Chile S.A.,22084,F-15296/15,NEBULEX SUSPENSIÓN PARA NEBULIZACIÓN NASAL 50 mcg/dosis,,,,6.80681E+14,fluticasona propionato 50 mcg/dosis suspensión nasal,Vigente ,794011000000000,nebulex,Vigente ,Si,9820,suspensión para nebulización nasal,373873005,producto biológico/farmacéutico ,0
827811000000000,Vigente,merpal solución inyectable (Prater),Sensible,Manual,No,No,,9593,Laboratorio Prater S.A.,21820,F-2292/14,MERPAL SOLUCIÓN INYECTABLE 75 mg/3 mL,,,,6.86521E+14,diclofenaco sódico 75 mg/3 mL (25 mg/mL) inyectable,Vigente ,774541000000000,merpal,Vigente ,Si,9971,solución inyectable,373873005,producto biológico/farmacéutico ,0
827821000000000,Vigente,"concor 1,25 mg comprimido recubierto (Merck)",Sensible,Manual,No,No,,9646,Merck S.A.,19726,F-4291/15,"CONCOR COMPRIMIDOS RECUBIERTOS 1,25 mg",,,,6.79341E+14,"bisoprolol 1,25 mg comprimido",Vigente ,794071000000000,concor,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
827831000000000,Vigente,muxol comprimido (Saval),Sensible,Manual,No,No,,9596,Laboratorio Saval S.A.,22035,F-5468/15,MUXOL COMPRIMIDOS 30 mg,,,,6.79311E+14,ambroxol 30 mg comprimido,Vigente ,807791000000000,muxol,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
827841000000000,Vigente,gracial comprimido (MSD),Sensible,Manual,No,No,,9580,"Laboratorio Farmacéutico Merck Sharp & Dohme Chile, Inc",,,,,,,6.73831E+14,desogestrel 25 mcg + etinilestradiol 40 mcg comprimido y desogestrel 125 mcg + etinilestradiol 30 mcg comprimido,Vigente ,791801000000000,gracial,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
827851000000000,Vigente,miniestrel 20 comprimido recubierto (Andrómaco),Sensible,Manual,No,No,,9604,Laboratorios Andrómaco S.A.,21956,F-8303/16,MINIESTREL-20 COMPRIMIDOS RECUBIERTOS,,,,6.94021E+14,desogestrel 150 mcg + etinilestradiol 20 mcg comprimido,Vigente ,807351000000000,miniestrel 20,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
827861000000000,Vigente,omnic ocas comprimido recubierto de liberación prolongada (Astellas),Sensible,Manual,No,No,,9461,Astellas Pharma Europe B.V. Importado (ITF - Labomed),22357,F-17122/13,"OMNIC OCAS COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 0,4 mg",23235,F-21523/14,"SULIX CÁPSULAS CON GRÁNULOS DE LIBERACIÓN PROLONGADA 0,4 mg (TAMSULOSINA CLORHIDRATO)",6.81381E+14,tamsulosina 400 mcg comprimido liberación modificada,Vigente ,789591000000000,omnic ocas,Vigente ,Si,10026,comprimido recubierto de liberación prolongada,373873005,producto biológico/farmacéutico ,0
827871000000000,Vigente,gelidix polvo para solución oral (Alpes Chemie),Sensible,Manual,No,No,,9455,Alpes Chemie S.A.,,,,,,,6.79261E+14,colágeno hidrolizado 10 g polvo para preparado oral,Vigente ,794231000000000,gelidix,Vigente ,Si,9824,polvo para solución oral,373873005,producto biológico/farmacéutico ,0
827881000000000,Vigente,dexagin óvulo vaginal (Farmo Química),Sensible,Manual,No,No,,9523,Farmo Química del Pacífico S.A.,19990,F-21779/15,DEXAGIN ÓVULOS,,,,6.85661E+14,dexametasona 250 mcg + diiodohidroxiquinoleína 100 mg óvulo,Vigente ,794221000000000,dexagin,Vigente ,Si,9889,óvulo vaginal,373873005,producto biológico/farmacéutico ,0
827891000000000,Vigente,terloc 5 mg comprimido recubierto (Lab Chile),Sensible,Manual,No,No,,9578,Laboratorio Chile S.A.,23386,F-8253/11,TERLOC COMPRIMIDOS RECUBIERTOS 5 mg,,,,6.73641E+14,amlodipino 5 mg comprimido,Vigente ,794261000000000,terloc,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
827901000000000,Vigente,zidovudina 300 mg comprimido recubierto (Seven Pharma),Sensible,Manual,No,No,,9686,Seven Pharma Chile S.p.A.,23909,F-22185/15,ZIDOVUDINA COMPRIMIDOS RECUBIERTOS 300 mg,,,,6.96721E+14,zidovudina 300 mg comprimido,Vigente ,794781000000000,zidovudina,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
827911000000000,Vigente,vinblastina sulfato 10 mg polvo liofilizado para solución inyectable (Fresenius Kabi),Sensible,Manual,No,No,,9573,Lab. Fresenius Kabi Chile Ltda.,23765,F-17917/15,VINBLASTINA SULFATO POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE 10 mg,,,,6.92081E+14,vinblastina 10 mg inyectable,Vigente ,782071000000000,vinblastina sulfato,Vigente ,Si,10010,polvo liofilizado para solución inyectable,373873005,producto biológico/farmacéutico ,0
827921000000000,Vigente,"aroxat CR 37,5 mg comprimido con recubrimiento entérico de liberación prolongada (GSK)",Sensible,Manual,No,No,,9544,Glaxo Smithkline Chile Farmacéutica Ltda.,18915,F-20206/13,"AROXAT CR COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO DE LIBERACIÓN PROLONGADA 37,5 mg",,,,6.85481E+14,"paroxetina 37,5 mg comprimido liberación modificada",Vigente ,775571000000000,aroxat CR,Vigente ,Si,9936,comprimido con recubrimiento entérico de liberación prolongada,373873005,producto biológico/farmacéutico ,0
827931000000000,Vigente,clorpromazina 25 mg/2 mL solución inyectable (Sanderson),Sensible,Manual,No,No,,9594,Laboratorio Sanderson S.A.,19635,F-6144/15,CLORPROMAZINA CLORHIDRATO SOLUCIÓN INYECTABLE 25 mg/2 mL,,,,6.79541E+14,"clorpromazina 25 mg/2 mL (12,5 mg/mL) inyectable",Vigente ,790211000000000,clorpromazina,Vigente ,Si,9971,solución inyectable,373873005,producto biológico/farmacéutico ,0
827941000000000,Vigente,vinblastina sulfato 10 mg/10 mL solución inyectable (Lab Chile),Sensible,Manual,No,No,,9578,Laboratorio Chile S.A.,23767,F-18037/15,VINBLASTINA SULFATO SOLUCIÓN INYECTABLE 10 mg/10 mL,,,,6.89051E+14,vinblastina 10 mg/10 mL (1 mg/mL) inyectable,Vigente ,782071000000000,vinblastina sulfato,Vigente ,Si,9971,solución inyectable,373873005,producto biológico/farmacéutico ,0
827951000000000,Vigente,lecitina de soya 1200 mg cápsula (Sanitas),Sensible,Manual,No,No,,9559,Instituto Sanitas S.A.,,,,,,,6.79561E+14,lecitina de soya 1200 mg cápsula,Vigente ,794461000000000,lecitina de soya,Vigente ,Si,10036,cápsula,373873005,producto biológico/farmacéutico ,0
827961000000000,Vigente,niofen cold hbp comprimido recubierto (Neumobiotics),Sensible,Manual,No,No,,9652,Neumobiotics División (Recalcine),,,,,,,6.79771E+14,clorfenamina 2 mg + ibuprofeno 200 mg comprimido,Vigente ,781911000000000,niofen cold hbp,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
827971000000000,Vigente,meropenem 1000 mg polvo para solución inyectable (Libra),Sensible,Manual,No,No,,9585,Laboratorio Libra S.A.,21807,F-14231/14,MEROPENEM POLVO PARA SOLUCIÓN INYECTABLE 1 g,,,,6.82931E+14,meropenem 1000 mg inyectable,Vigente ,790111000000000,meropenem,Vigente ,Si,10007,polvo para solución inyectable,373873005,producto biológico/farmacéutico ,0
827981000000000,Vigente,dahlia comprimido recubierto (ITF - labomed),Sensible,Manual,No,No,,9564,ITF - Labomed Farmacéutica Ltda.,19865,F-20419/13,DAHLIA COMPRIMIDOS RECUBIERTOS,,,,6.91181E+14,drospirenona 3 mg + etinilestradiol 30 mcg comprimido,Vigente ,794811000000000,dahlia,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
827991000000000,Vigente,criten comprimido (Tecnofarma),Sensible,Manual,No,No,,9690,Tecnofarma S.A.,19824,F-5580/10,"CRITEN COMPRIMIDOS 2,5 mg.",,,,6.82911E+14,"bromocriptina 2,5 mg comprimido",Vigente ,794641000000000,criten,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
828001000000000,Vigente,fenilbutazona 200 mg comprimido (Mintlab),Sensible,Manual,No,No,,9647,Mintlab Co. S.A.,20603,F-3444/10,FENILBUTAZONA COMPRIMIDOS 200 mg,,,,6.73161E+14,fenilbutazona 200 mg comprimido,Vigente ,793461000000000,fenilbutazona,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
828011000000000,Vigente,meropenem 500 mg polvo para solución inyectable (Libra),Sensible,Manual,No,No,,9585,Laboratorio Libra S.A.,21812,F-14230/14,MEROPENEM POLVO PARA SOLUCIÓN INYECTABLE 500 mg,,,,6.91411E+14,meropenem 500 mg inyectable,Vigente ,790111000000000,meropenem,Vigente ,Si,10007,polvo para solución inyectable,373873005,producto biológico/farmacéutico ,0
828021000000000,Vigente,elem 10 mg comprimido (Andrómaco),Sensible,Manual,No,No,,9604,Laboratorios Andrómaco S.A.,20288,F-7543/16,ELEM COMPRIMIDOS 10 mg,,,,6.95391E+14,metilfenidato 10 mg comprimido,Vigente ,792791000000000,elem,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
828031000000000,Vigente,abacten forte polvo para suspensión oral con solvente (Andrómaco),Sensible,Manual,No,No,,9604,Laboratorios Andrómaco S.A.,18472,F-14751/15,ABACTEN FORTE POLVO PARA SUSPENSIÓN ORAL 400 mg/5 mL CON SOLVENTE,,,,6.73071E+14,azitromicina 400 mg/5 mL polvo para preparado oral,Vigente ,770371000000000,abacten forte,Vigente ,Si,9806,polvo para suspensión oral con solvente,373873005,producto biológico/farmacéutico ,0
828041000000000,Vigente,tinelle 3 comprimido recubierto (Silesia),Sensible,Manual,No,No,,9628,Laboratorios Silesia S.A.,23424,F-20105/13,TINELLE 3 COMPRIMIDOS RECUBIERTOS,,,,6.83851E+14,dienogest 2 mg + etinilestradiol 30 mcg comprimido,Vigente ,793481000000000,tinelle 3,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
828051000000000,Vigente,"hidroclorotiazida 12,5 mg + valsartán 80 mg comprimido recubierto (Euromed)",Sensible,Manual,No,No,,9611,Laboratorios Euromed Chile S.A.,21052,F-22599/16,"VALSARTAN/HIDROCLOROTIAZIDA 80/12,5 COMPRIMIDOS RECUBIERTOS",,,,6.94341E+14,"hidroclorotiazida 12,5 mg + valsartán 80 mg comprimido",Vigente ,794801000000000,hidroclorotiazida + valsartán,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
828061000000000,Vigente,femelle comprimido recubierto (Gynopharm),Sensible,Manual,No,No,,9551,Gynopharm División (Recalcine),20590,F-13324/13,FEMELLE COMPRIMIDOS RECUBIERTOS,,,,6.91181E+14,drospirenona 3 mg + etinilestradiol 30 mcg comprimido,Vigente ,796971000000000,femelle,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
828071000000000,Vigente,cefotaxima 1 g polvo para solución inyectable (Labvitalis),Sensible,Manual,No,No,,9632,Labvitalis S. A.,,,,,,,6.80651E+14,cefotaxima 1000 mg inyectable,Vigente ,770711000000000,cefotaxima,Vigente ,Si,10007,polvo para solución inyectable,373873005,producto biológico/farmacéutico ,0
828081000000000,Vigente,"valaplex - D 80 / 12,5 comprimido recubierto (Lab Chile)",Sensible,Manual,No,No,,9578,Laboratorio Chile S.A.,23611,F-12865/13,"VALAPLEX D 80/12,5 COMPRIMIDOS RECUBIERTOS",,,,6.94341E+14,"hidroclorotiazida 12,5 mg + valsartán 80 mg comprimido",Vigente ,775761000000000,Valaplex,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
828091000000000,Vigente,femiplus CD comprimido recubierto (Silesia),Sensible,Manual,No,No,,9628,Laboratorios Silesia S.A.,,,,,,,6.91181E+14,drospirenona 3 mg + etinilestradiol 30 mcg comprimido,Vigente ,798021000000000,femiplus CD,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
828101000000000,Vigente,irinotecán 100 mg/5 mL solución inyectable (Complex Therap),Sensible,Manual,No,No,,9494,Complex Therapeutics División (Recalcine),21258,F-18642/16,IRINOTECAN CLORHIDRATO TRIHIDRATO CONCENTRADO PARA SOLUCIÓN PARA INFUSIÓN 100 mg/5 mL,,,,6.88541E+14,irinotecán 100 mg/5 mL (20 mg/mL) inyectable,Vigente ,781241000000000,irinotecán,Vigente ,Si,9971,solución inyectable,373873005,producto biológico/farmacéutico ,0
828111000000000,Vigente,peroxiben 10% gel (ISDIN),Sensible,Manual,No,No,,9563,Isdin Chile Ltda.,22527,F-703/13,PEROXIBEN GEL 10%,,,,6.92461E+14,peróxido de benzoílo 10% (100 mg/g) gel,Vigente ,795271000000000,peroxiben,Vigente ,Si,9992,gel,373873005,producto biológico/farmacéutico ,0
828121000000000,Vigente,viscotears gel oftálmico (Alcon),Sensible,Manual,No,No,,9602,Laboratorios Alcon Chile Ltda.,23785,F-208/12,"VISCOTEARS GEL LÍQUIDO OFTÁLMICO 0,2%",,,,6.86051E+14,"carbomer 0,2% (2 mg/g) gel oftálmico",Vigente ,795161000000000,viscotears,Vigente ,Si,9988,gel oftálmico,373873005,producto biológico/farmacéutico ,0
828131000000000,Vigente,synagis recombinante 100 mg/mL solución inyectable (Abbvie),Sensible,Manual,No,No,,9452,Abbvie Productos Farmacéuticos Ltda.,23256,B-2505/15,SYNAGIS RECOMBINANTE SOLUCIÓN INYECTABLE 100 mg/1 mL (PALIVIZUMAB),,,,6.80211E+14,palivizumab 100 mg/mL inyectable,Vigente ,795041000000000,synagis recombinante,Vigente ,Si,9971,solución inyectable,373873005,producto biológico/farmacéutico ,0
